"","name","ID","infected_vs_control_p.val","infected_vs_control_p.adj","significant","infected_vs_control_significant","infected_vs_control_ratio","control_centered","infected_centered"
"325","tr|A0A5F9DAX3|A0A5F9DAX3_RABIT","tr|A0A5F9DAX3|A0A5F9DAX3_RABIT",0.121865809847183,0.865,FALSE,FALSE,-1.6,0.799,-0.799
"326","tr|A0A5F9DAY7|A0A5F9DAY7_RABIT","tr|A0A5F9DAY7|A0A5F9DAY7_RABIT",0.0294233496638523,0.751,FALSE,FALSE,-1.94,0.968,-0.968
"327","tr|A0A5F9DBB4|A0A5F9DBB4_RABIT","tr|A0A5F9DBB4|A0A5F9DBB4_RABIT",0.524851044543603,0.923,FALSE,FALSE,-0.199,0.0993,-0.0993
"328","tr|A0A5F9DBC4|A0A5F9DBC4_RABIT","tr|A0A5F9DBC4|A0A5F9DBC4_RABIT",0.711584094741572,0.932,FALSE,FALSE,0.1,-0.0502,0.0502
"329","tr|A0A5F9DBD2|A0A5F9DBD2_RABIT","tr|A0A5F9DBD2|A0A5F9DBD2_RABIT",0.400321166536073,0.915,FALSE,FALSE,-0.419,0.209,-0.209
"330","tr|A0A5F9DBQ3|A0A5F9DBQ3_RABIT","tr|A0A5F9DBQ3|A0A5F9DBQ3_RABIT",0.996857747652713,0.941,FALSE,FALSE,-0.00157,0.000785,-0.000785
"331","tr|A0A5F9DBY0|A0A5F9DBY0_RABIT","tr|A0A5F9DBY0|A0A5F9DBY0_RABIT",0.165557309991567,0.88,FALSE,FALSE,0.647,-0.324,0.324
"332","tr|A0A5F9DCH7|A0A5F9DCH7_RABIT","tr|A0A5F9DCH7|A0A5F9DCH7_RABIT",0.027262246325761,0.742,FALSE,FALSE,1.06,-0.528,0.528
"333","tr|A0A5F9DCR7|A0A5F9DCR7_RABIT","tr|A0A5F9DCR7|A0A5F9DCR7_RABIT",0.172976656380674,0.882,FALSE,FALSE,0.549,-0.274,0.274
"334","tr|A0A5F9DCT8|A0A5F9DCT8_RABIT","tr|A0A5F9DCT8|A0A5F9DCT8_RABIT",0.306661846290267,0.906,FALSE,FALSE,-1.71,0.853,-0.853
"335","tr|A0A5F9DCX4|A0A5F9DCX4_RABIT","tr|A0A5F9DCX4|A0A5F9DCX4_RABIT",0.0980577600127676,0.852,FALSE,FALSE,0.844,-0.422,0.422
"336","tr|A0A5F9DD98|A0A5F9DD98_RABIT","tr|A0A5F9DD98|A0A5F9DD98_RABIT",0.056938424475649,0.814,FALSE,FALSE,1.28,-0.641,0.641
"337","tr|A0A5F9DDB7|A0A5F9DDB7_RABIT","tr|A0A5F9DDB7|A0A5F9DDB7_RABIT",0.975843700137053,0.941,FALSE,FALSE,-0.0104,0.0052,-0.0052
"338","tr|A0A5F9DDG6|A0A5F9DDG6_RABIT","tr|A0A5F9DDG6|A0A5F9DDG6_RABIT",0.157937451863416,0.878,FALSE,FALSE,0.699,-0.35,0.35
"339","tr|A0A5F9DDL9|A0A5F9DDL9_RABIT","tr|A0A5F9DDL9|A0A5F9DDL9_RABIT",0.397820938699575,0.915,FALSE,FALSE,-0.254,0.127,-0.127
"340","tr|A0A5F9DDV3|A0A5F9DDV3_RABIT","tr|A0A5F9DDV3|A0A5F9DDV3_RABIT",0.15068178019792,0.876,FALSE,FALSE,0.596,-0.298,0.298
"341","tr|A0A5F9DDV7|A0A5F9DDV7_RABIT","tr|A0A5F9DDV7|A0A5F9DDV7_RABIT",0.00089070720048152,0.132,FALSE,FALSE,5.82,-2.91,2.91
"342","tr|A0A5F9DDX0|A0A5F9DDX0_RABIT","tr|A0A5F9DDX0|A0A5F9DDX0_RABIT",0.070426504462683,0.831,FALSE,FALSE,0.802,-0.401,0.401
"343","tr|A0A5F9DDY0|A0A5F9DDY0_RABIT","tr|A0A5F9DDY0|A0A5F9DDY0_RABIT",0.525665754564516,0.923,FALSE,FALSE,0.283,-0.142,0.142
"344","tr|A0A5F9DE09|A0A5F9DE09_RABIT","tr|A0A5F9DE09|A0A5F9DE09_RABIT",0.512867676940162,0.923,FALSE,FALSE,0.218,-0.109,0.109
"345","tr|A0A5F9DE32|A0A5F9DE32_RABIT","tr|A0A5F9DE32|A0A5F9DE32_RABIT",0.0330841925772411,0.764,FALSE,FALSE,1.29,-0.647,0.647
"346","tr|A0A5F9DE91|A0A5F9DE91_RABIT","tr|A0A5F9DE91|A0A5F9DE91_RABIT",0.456992791259771,0.919,FALSE,FALSE,-0.218,0.109,-0.109
"347","tr|A0A5F9DEG3|A0A5F9DEG3_RABIT","tr|A0A5F9DEG3|A0A5F9DEG3_RABIT",0.0970818603398679,0.852,FALSE,FALSE,0.804,-0.402,0.402
"348","tr|A0A5F9DEV8|A0A5F9DEV8_RABIT","tr|A0A5F9DEV8|A0A5F9DEV8_RABIT",0.319743594843936,0.907,FALSE,FALSE,0.412,-0.206,0.206
"349","tr|A0A5F9DEZ3|A0A5F9DEZ3_RABIT","tr|A0A5F9DEZ3|A0A5F9DEZ3_RABIT",0.559385518046021,0.925,FALSE,FALSE,-0.232,0.116,-0.116
"350","tr|A0A5F9DF00|A0A5F9DF00_RABIT","tr|A0A5F9DF00|A0A5F9DF00_RABIT",0.0580552518491325,0.816,FALSE,FALSE,-2.42,1.21,-1.21
"351","tr|A0A5F9DF54|A0A5F9DF54_RABIT","tr|A0A5F9DF54|A0A5F9DF54_RABIT",0.0369878239172269,0.775,FALSE,FALSE,-0.782,0.391,-0.391
"352","tr|A0A5F9DFK3|A0A5F9DFK3_RABIT","tr|A0A5F9DFK3|A0A5F9DFK3_RABIT",0.854733398377522,0.937,FALSE,FALSE,-0.132,0.066,-0.066
"353","tr|A0A5F9DFZ1|A0A5F9DFZ1_RABIT","tr|A0A5F9DFZ1|A0A5F9DFZ1_RABIT",0.842588726561051,0.937,FALSE,FALSE,0.133,-0.0666,0.0666
"354","tr|A0A5F9DG29|A0A5F9DG29_RABIT","tr|A0A5F9DG29|A0A5F9DG29_RABIT",0.895821110146226,0.938,FALSE,FALSE,-0.0382,0.0191,-0.0191
"355","tr|A0A5F9DG45|A0A5F9DG45_RABIT","tr|A0A5F9DG45|A0A5F9DG45_RABIT",0.375903549445253,0.913,FALSE,FALSE,0.438,-0.219,0.219
"356","tr|A0A5F9DG82|A0A5F9DG82_RABIT","tr|A0A5F9DG82|A0A5F9DG82_RABIT",0.684764632832626,0.931,FALSE,FALSE,0.183,-0.0914,0.0914
"357","tr|A0A5F9DGC1|A0A5F9DGC1_RABIT","tr|A0A5F9DGC1|A0A5F9DGC1_RABIT",0.000558068150166089,0.0818,FALSE,FALSE,2.13,-1.06,1.06
"358","tr|A0A5F9DGH8|A0A5F9DGH8_RABIT","tr|A0A5F9DGH8|A0A5F9DGH8_RABIT",0.028174258112598,0.746,FALSE,FALSE,-0.744,0.372,-0.372
"359","tr|A0A5F9DGI5|A0A5F9DGI5_RABIT","tr|A0A5F9DGI5|A0A5F9DGI5_RABIT",0.0550765194965385,0.812,FALSE,FALSE,3.4,-1.7,1.7
"360","tr|A0A5F9DGV4|A0A5F9DGV4_RABIT","tr|A0A5F9DGV4|A0A5F9DGV4_RABIT",0.449073078097693,0.918,FALSE,FALSE,0.2,-0.1,0.1
"361","tr|A0A5F9DH17|A0A5F9DH17_RABIT","tr|A0A5F9DH17|A0A5F9DH17_RABIT",0.220868458527778,0.893,FALSE,FALSE,-0.947,0.473,-0.473
"362","tr|A0A5F9DHA9|A0A5F9DHA9_RABIT","tr|A0A5F9DHA9|A0A5F9DHA9_RABIT",0.286975457813793,0.903,FALSE,FALSE,-0.356,0.178,-0.178
"363","tr|A0A5F9DHU0|A0A5F9DHU0_RABIT","tr|A0A5F9DHU0|A0A5F9DHU0_RABIT",0.0670825542077595,0.827,FALSE,FALSE,-2.21,1.1,-1.1
"364","tr|A0A5F9DHV4|A0A5F9DHV4_RABIT","tr|A0A5F9DHV4|A0A5F9DHV4_RABIT",0.593453525694522,0.927,FALSE,FALSE,-0.786,0.393,-0.393
"365","tr|A0A5F9DHY5|A0A5F9DHY5_RABIT","tr|A0A5F9DHY5|A0A5F9DHY5_RABIT",0.0113940647741929,0.612,FALSE,FALSE,4.13,-2.06,2.06
"366","tr|A0A5F9DIA9|A0A5F9DIA9_RABIT","tr|A0A5F9DIA9|A0A5F9DIA9_RABIT",0.113963267457447,0.861,FALSE,FALSE,-0.651,0.325,-0.325
"367","tr|A0A5F9DIJ0|A0A5F9DIJ0_RABIT","tr|A0A5F9DIJ0|A0A5F9DIJ0_RABIT",0.34189353760432,0.91,FALSE,FALSE,0.303,-0.151,0.151
"368","tr|A0A5F9DIZ4|A0A5F9DIZ4_RABIT","tr|A0A5F9DIZ4|A0A5F9DIZ4_RABIT",0.0741942847518324,0.834,FALSE,FALSE,-0.846,0.423,-0.423
"369","tr|A0A5F9DJ24|A0A5F9DJ24_RABIT","tr|A0A5F9DJ24|A0A5F9DJ24_RABIT",0.651644781192924,0.93,FALSE,FALSE,0.175,-0.0873,0.0873
"370","tr|A0A5F9DJ89|A0A5F9DJ89_RABIT","tr|A0A5F9DJ89|A0A5F9DJ89_RABIT",0.420346695058985,0.916,FALSE,FALSE,-0.382,0.191,-0.191
"371","tr|A0A5F9DJP3|A0A5F9DJP3_RABIT","tr|A0A5F9DJP3|A0A5F9DJP3_RABIT",0.0379669713173734,0.778,FALSE,FALSE,-1.87,0.935,-0.935
"372","tr|A0A5F9DKA9|A0A5F9DKA9_RABIT","tr|A0A5F9DKA9|A0A5F9DKA9_RABIT",0.0750788146877321,0.835,FALSE,FALSE,1.18,-0.59,0.59
"373","tr|A0A5F9DKC9|A0A5F9DKC9_RABIT","tr|A0A5F9DKC9|A0A5F9DKC9_RABIT",0.947549326841224,0.94,FALSE,FALSE,0.0265,-0.0132,0.0132
"374","tr|A0A5F9DKI8|A0A5F9DKI8_RABIT","tr|A0A5F9DKI8|A0A5F9DKI8_RABIT",0.182887528406936,0.885,FALSE,FALSE,-0.532,0.266,-0.266
"375","tr|A0A5F9DKR7|A0A5F9DKR7_RABIT","tr|A0A5F9DKR7|A0A5F9DKR7_RABIT",0.555298857009432,0.925,FALSE,FALSE,-0.264,0.132,-0.132
"376","tr|A0A5F9DKW4|A0A5F9DKW4_RABIT","tr|A0A5F9DKW4|A0A5F9DKW4_RABIT",0.0350175019621587,0.77,FALSE,FALSE,2.18,-1.09,1.09
"377","tr|A0A5F9DKY6|A0A5F9DKY6_RABIT","tr|A0A5F9DKY6|A0A5F9DKY6_RABIT",0.124885033834835,0.866,FALSE,FALSE,-1.24,0.62,-0.62
"378","tr|A0A5F9DLB9|A0A5F9DLB9_RABIT","tr|A0A5F9DLB9|A0A5F9DLB9_RABIT",0.246162959368434,0.897,FALSE,FALSE,0.662,-0.331,0.331
"379","tr|A0A5F9DLC8|A0A5F9DLC8_RABIT","tr|A0A5F9DLC8|A0A5F9DLC8_RABIT",0.400432083773329,0.915,FALSE,FALSE,-0.384,0.192,-0.192
"380","tr|A0A5F9DLZ7|A0A5F9DLZ7_RABIT","tr|A0A5F9DLZ7|A0A5F9DLZ7_RABIT",0.276796806016955,0.902,FALSE,FALSE,0.386,-0.193,0.193
"381","tr|A0A5F9DM61|A0A5F9DM61_RABIT","tr|A0A5F9DM61|A0A5F9DM61_RABIT",0.0482546814197361,0.8,FALSE,FALSE,-0.824,0.412,-0.412
"382","tr|A0A5F9DM66|A0A5F9DM66_RABIT","tr|A0A5F9DM66|A0A5F9DM66_RABIT",0.282685799734952,0.903,FALSE,FALSE,1.17,-0.584,0.584
"383","tr|A0A5F9DM70|A0A5F9DM70_RABIT","tr|A0A5F9DM70|A0A5F9DM70_RABIT",0.0270122093412811,0.741,FALSE,FALSE,-2.59,1.3,-1.3
"384","tr|A0A5F9DNC5|A0A5F9DNC5_RABIT","tr|A0A5F9DNC5|A0A5F9DNC5_RABIT",0.31803684714129,0.907,FALSE,FALSE,0.511,-0.256,0.256
"385","tr|A0A5F9DND9|A0A5F9DND9_RABIT","tr|A0A5F9DND9|A0A5F9DND9_RABIT",0.136810567303352,0.871,FALSE,FALSE,-0.917,0.458,-0.458
"386","tr|A0A5F9DNE6|A0A5F9DNE6_RABIT","tr|A0A5F9DNE6|A0A5F9DNE6_RABIT",0.34719394246668,0.91,FALSE,FALSE,-0.485,0.243,-0.243
"387","tr|A0A5F9DNF9|A0A5F9DNF9_RABIT","tr|A0A5F9DNF9|A0A5F9DNF9_RABIT",0.450003277643944,0.919,FALSE,FALSE,-0.214,0.107,-0.107
"388","tr|A0A5F9DNN9|A0A5F9DNN9_RABIT","tr|A0A5F9DNN9|A0A5F9DNN9_RABIT",0.171357983983111,0.882,FALSE,FALSE,1.01,-0.507,0.507
"389","tr|A0A5F9DNQ0|A0A5F9DNQ0_RABIT","tr|A0A5F9DNQ0|A0A5F9DNQ0_RABIT",0.605928192436582,0.927,FALSE,FALSE,-0.15,0.0749,-0.0749
"390","tr|A0A5F9DNV4|A0A5F9DNV4_RABIT","tr|A0A5F9DNV4|A0A5F9DNV4_RABIT",0.364613302608934,0.912,FALSE,FALSE,-0.281,0.14,-0.14
"391","tr|A0A5F9DNW8|A0A5F9DNW8_RABIT","tr|A0A5F9DNW8|A0A5F9DNW8_RABIT",0.0771310174871781,0.837,FALSE,FALSE,-0.631,0.316,-0.316
"392","tr|A0A5F9DNZ0|A0A5F9DNZ0_RABIT","tr|A0A5F9DNZ0|A0A5F9DNZ0_RABIT",0.0930328005374363,0.849,FALSE,FALSE,-0.644,0.322,-0.322
"393","tr|A0A5F9DP87|A0A5F9DP87_RABIT","tr|A0A5F9DP87|A0A5F9DP87_RABIT",0.0176445259664578,0.684,FALSE,FALSE,1.04,-0.52,0.52
"394","tr|A0A5F9DPB8|A0A5F9DPB8_RABIT","tr|A0A5F9DPB8|A0A5F9DPB8_RABIT",0.000755936064678024,0.114,FALSE,FALSE,3.23,-1.61,1.61
"395","tr|A0A5F9DPC3|A0A5F9DPC3_RABIT","tr|A0A5F9DPC3|A0A5F9DPC3_RABIT",0.341171511487799,0.909,FALSE,FALSE,0.422,-0.211,0.211
"396","tr|A0A5F9DPD3|A0A5F9DPD3_RABIT","tr|A0A5F9DPD3|A0A5F9DPD3_RABIT",0.156830648373831,0.878,FALSE,FALSE,0.753,-0.376,0.376
"397","tr|A0A5F9DPE4|A0A5F9DPE4_RABIT","tr|A0A5F9DPE4|A0A5F9DPE4_RABIT",0.981685948191339,0.941,FALSE,FALSE,0.00922,-0.00461,0.00461
"398","tr|A0A5F9DPE9|A0A5F9DPE9_RABIT","tr|A0A5F9DPE9|A0A5F9DPE9_RABIT",0.207265425242184,0.89,FALSE,FALSE,0.355,-0.177,0.177
"399","tr|A0A5F9DPF2|A0A5F9DPF2_RABIT","tr|A0A5F9DPF2|A0A5F9DPF2_RABIT",0.392102147864201,0.914,FALSE,FALSE,-0.405,0.203,-0.203
"400","tr|A0A5F9DPH3|A0A5F9DPH3_RABIT","tr|A0A5F9DPH3|A0A5F9DPH3_RABIT",0.0717852632287817,0.832,FALSE,FALSE,0.827,-0.414,0.414
"401","tr|A0A5F9DPL1|A0A5F9DPL1_RABIT","tr|A0A5F9DPL1|A0A5F9DPL1_RABIT",0.62645053182547,0.928,FALSE,FALSE,0.162,-0.0809,0.0809
"402","tr|A0A5F9DPQ6|A0A5F9DPQ6_RABIT","tr|A0A5F9DPQ6|A0A5F9DPQ6_RABIT",0.186599110766569,0.886,FALSE,FALSE,-1.74,0.869,-0.869
"403","tr|A0A5F9DPU2|A0A5F9DPU2_RABIT","tr|A0A5F9DPU2|A0A5F9DPU2_RABIT",0.428857612949798,0.917,FALSE,FALSE,0.715,-0.358,0.358
"404","tr|A0A5F9DPU4|A0A5F9DPU4_RABIT","tr|A0A5F9DPU4|A0A5F9DPU4_RABIT",0.0600123990845917,0.819,FALSE,FALSE,0.598,-0.299,0.299
"405","tr|A0A5F9DPZ2|A0A5F9DPZ2_RABIT","tr|A0A5F9DPZ2|A0A5F9DPZ2_RABIT",0.00232592718702622,0.265,FALSE,FALSE,1.48,-0.738,0.738
"406","tr|A0A5F9DQ17|A0A5F9DQ17_RABIT","tr|A0A5F9DQ17|A0A5F9DQ17_RABIT",0.0371167670338413,0.776,FALSE,FALSE,0.774,-0.387,0.387
"407","tr|A0A5F9DQB1|A0A5F9DQB1_RABIT","tr|A0A5F9DQB1|A0A5F9DQB1_RABIT",0.172674377682567,0.882,FALSE,FALSE,0.399,-0.199,0.199
"408","tr|A0A5F9DQF7|A0A5F9DQF7_RABIT","tr|A0A5F9DQF7|A0A5F9DQF7_RABIT",0.64829270005904,0.929,FALSE,FALSE,-0.341,0.171,-0.171
"409","tr|A0A5F9DQR7|A0A5F9DQR7_RABIT","tr|A0A5F9DQR7|A0A5F9DQR7_RABIT",0.614829823093462,0.928,FALSE,FALSE,-0.145,0.0723,-0.0723
"410","tr|A0A5F9DR45|A0A5F9DR45_RABIT","tr|A0A5F9DR45|A0A5F9DR45_RABIT",0.0154046928088851,0.663,FALSE,FALSE,-1.8,0.899,-0.899
"411","tr|A0A5F9DR91|A0A5F9DR91_RABIT","tr|A0A5F9DR91|A0A5F9DR91_RABIT",0.70499917982393,0.932,FALSE,FALSE,0.162,-0.081,0.081
"412","tr|A0A5F9DRG0|A0A5F9DRG0_RABIT","tr|A0A5F9DRG0|A0A5F9DRG0_RABIT",0.229161885346054,0.895,FALSE,FALSE,0.484,-0.242,0.242
"413","tr|A0A5F9DRL6|A0A5F9DRL6_RABIT","tr|A0A5F9DRL6|A0A5F9DRL6_RABIT",0.448567188659083,0.918,FALSE,FALSE,-0.28,0.14,-0.14
"414","tr|A0A5F9DRL9|A0A5F9DRL9_RABIT","tr|A0A5F9DRL9|A0A5F9DRL9_RABIT",0.0248290951606343,0.73,FALSE,FALSE,1.02,-0.508,0.508
"415","tr|A0A5F9DRP1|A0A5F9DRP1_RABIT","tr|A0A5F9DRP1|A0A5F9DRP1_RABIT",0.804068003643184,0.935,FALSE,FALSE,0.0605,-0.0302,0.0302
"416","tr|A0A5F9DRT0|A0A5F9DRT0_RABIT","tr|A0A5F9DRT0|A0A5F9DRT0_RABIT",0.0431665155176581,0.79,FALSE,FALSE,0.732,-0.366,0.366
"417","tr|A0A5F9DRX2|A0A5F9DRX2_RABIT","tr|A0A5F9DRX2|A0A5F9DRX2_RABIT",0.0200766961535747,0.702,FALSE,FALSE,1.68,-0.838,0.838
"418","tr|A0A5F9DS44|A0A5F9DS44_RABIT","tr|A0A5F9DS44|A0A5F9DS44_RABIT",0.263933408485802,0.9,FALSE,FALSE,-0.395,0.197,-0.197
"419","tr|A0A5F9DS95|A0A5F9DS95_RABIT","tr|A0A5F9DS95|A0A5F9DS95_RABIT",0.00879870007544932,0.562,FALSE,FALSE,4.98,-2.49,2.49
"420","tr|A0A5F9DSA7|A0A5F9DSA7_RABIT","tr|A0A5F9DSA7|A0A5F9DSA7_RABIT",0.196236512242653,0.888,FALSE,FALSE,0.711,-0.355,0.355
"421","tr|A0A5F9DSQ7|A0A5F9DSQ7_RABIT","tr|A0A5F9DSQ7|A0A5F9DSQ7_RABIT",0.0813476307009274,0.841,FALSE,FALSE,0.878,-0.439,0.439
"422","tr|A0A5F9DSW5|A0A5F9DSW5_RABIT","tr|A0A5F9DSW5|A0A5F9DSW5_RABIT",0.100270631202408,0.854,FALSE,FALSE,-0.569,0.284,-0.284
"423","tr|A0A5F9DT28|A0A5F9DT28_RABIT","tr|A0A5F9DT28|A0A5F9DT28_RABIT",0.470083860993827,0.92,FALSE,FALSE,-0.309,0.154,-0.154
"424","tr|A0A5F9DT69|A0A5F9DT69_RABIT","tr|A0A5F9DT69|A0A5F9DT69_RABIT",0.441287996716118,0.918,FALSE,FALSE,-0.28,0.14,-0.14
"425","tr|A0A5F9DTD6|A0A5F9DTD6_RABIT","tr|A0A5F9DTD6|A0A5F9DTD6_RABIT",0.655854621132711,0.93,FALSE,FALSE,-0.146,0.0732,-0.0732
"426","tr|A0A5F9DTE8|A0A5F9DTE8_RABIT","tr|A0A5F9DTE8|A0A5F9DTE8_RABIT",0.0242672617760304,0.727,FALSE,FALSE,0.741,-0.371,0.371
"427","tr|A0A5F9DTX6|A0A5F9DTX6_RABIT","tr|A0A5F9DTX6|A0A5F9DTX6_RABIT",0.657500479230544,0.93,FALSE,FALSE,0.177,-0.0887,0.0887
"428","tr|A0A5F9DU56|A0A5F9DU56_RABIT","tr|A0A5F9DU56|A0A5F9DU56_RABIT",0.00514494679576068,0.446,FALSE,FALSE,3.12,-1.56,1.56
"429","tr|A0A5F9DUE9|A0A5F9DUE9_RABIT","tr|A0A5F9DUE9|A0A5F9DUE9_RABIT",0.552928408695737,0.925,FALSE,FALSE,0.37,-0.185,0.185
"430","tr|A0A5F9DUG2|A0A5F9DUG2_RABIT","tr|A0A5F9DUG2|A0A5F9DUG2_RABIT",0.00970579791149218,0.581,FALSE,FALSE,-2.73,1.36,-1.36
"431","tr|A0A5F9DUI9|A0A5F9DUI9_RABIT","tr|A0A5F9DUI9|A0A5F9DUI9_RABIT",0.707716565549291,0.932,FALSE,FALSE,0.12,-0.0598,0.0598
"432","tr|A0A5F9DVN5|A0A5F9DVN5_RABIT","tr|A0A5F9DVN5|A0A5F9DVN5_RABIT",0.526275960608948,0.923,FALSE,FALSE,-0.188,0.094,-0.094
"433","tr|A0A5S8H548|A0A5S8H548_RABIT","tr|A0A5S8H548|A0A5S8H548_RABIT",0.496762708636414,0.922,FALSE,FALSE,-0.574,0.287,-0.287
"434","tr|A0A5S8I4G7|A0A5S8I4G7_RABIT","tr|A0A5S8I4G7|A0A5S8I4G7_RABIT",0.0546155719614649,0.811,FALSE,FALSE,1.15,-0.576,0.576
"435","tr|B6V9S9|B6V9S9_RABIT","tr|B6V9S9|B6V9S9_RABIT",0.414904103487228,0.916,FALSE,FALSE,0.299,-0.149,0.149
"436","tr|B7NZF1|B7NZF1_RABIT","tr|B7NZF1|B7NZF1_RABIT",0.012942029484001,0.634,FALSE,FALSE,-1.33,0.666,-0.666
"437","tr|B7NZN9|B7NZN9_RABIT","tr|B7NZN9|B7NZN9_RABIT",0.152113134274019,0.876,FALSE,FALSE,-0.923,0.461,-0.461
"438","tr|G1SCD7|G1SCD7_RABIT","tr|G1SCD7|G1SCD7_RABIT",0.214353012073087,0.892,FALSE,FALSE,-0.477,0.239,-0.239
"439","tr|G1SCE7|G1SCE7_RABIT","tr|G1SCE7|G1SCE7_RABIT",0.474041998454303,0.92,FALSE,FALSE,0.248,-0.124,0.124
"440","tr|G1SCK0|G1SCK0_RABIT","tr|G1SCK0|G1SCK0_RABIT",0.0616169836332807,0.821,FALSE,FALSE,0.853,-0.427,0.427
"441","tr|G1SCK5|G1SCK5_RABIT","tr|G1SCK5|G1SCK5_RABIT",0.0150091991774046,0.659,FALSE,FALSE,-2.04,1.02,-1.02
"442","tr|G1SCN8|G1SCN8_RABIT","tr|G1SCN8|G1SCN8_RABIT",0.975271576639333,0.941,FALSE,FALSE,-0.0109,0.00545,-0.00545
"443","tr|G1SCP8|G1SCP8_RABIT","tr|G1SCP8|G1SCP8_RABIT",0.302250863895126,0.905,FALSE,FALSE,-0.422,0.211,-0.211
"444","tr|G1SCW7|G1SCW7_RABIT","tr|G1SCW7|G1SCW7_RABIT",0.613035339888923,0.928,FALSE,FALSE,0.163,-0.0814,0.0814
"445","tr|G1SCY3|G1SCY3_RABIT","tr|G1SCY3|G1SCY3_RABIT",0.586093157876363,0.926,FALSE,FALSE,0.275,-0.137,0.137
"446","tr|G1SDA8|G1SDA8_RABIT","tr|G1SDA8|G1SDA8_RABIT",0.289175216474719,0.904,FALSE,FALSE,1.32,-0.662,0.662
"447","tr|G1SDA9|G1SDA9_RABIT","tr|G1SDA9|G1SDA9_RABIT",0.202343261327224,0.889,FALSE,FALSE,2.12,-1.06,1.06
"448","tr|G1SDB0|G1SDB0_RABIT","tr|G1SDB0|G1SDB0_RABIT",0.848998468601126,0.937,FALSE,FALSE,-0.137,0.0685,-0.0685
"449","tr|G1SDB3|G1SDB3_RABIT","tr|G1SDB3|G1SDB3_RABIT",0.778629371429107,0.934,FALSE,FALSE,-0.0896,0.0448,-0.0448
"450","tr|G1SDD0|G1SDD0_RABIT","tr|G1SDD0|G1SDD0_RABIT",0.298839655451763,0.905,FALSE,FALSE,0.367,-0.184,0.184
"451","tr|G1SDD6|G1SDD6_RABIT","tr|G1SDD6|G1SDD6_RABIT",0.0186967868070486,0.692,FALSE,FALSE,-1.21,0.603,-0.603
"452","tr|G1SDG2|G1SDG2_RABIT","tr|G1SDG2|G1SDG2_RABIT",0.121859729343382,0.865,FALSE,FALSE,-1.84,0.918,-0.918
"453","tr|G1SDL3|G1SDL3_RABIT","tr|G1SDL3|G1SDL3_RABIT",0.0157312509925215,0.666,FALSE,FALSE,-1.07,0.535,-0.535
"454","tr|G1SDU8|G1SDU8_RABIT","tr|G1SDU8|G1SDU8_RABIT",0.576618411840408,0.926,FALSE,FALSE,0.175,-0.0873,0.0873
"455","tr|G1SDV3|G1SDV3_RABIT","tr|G1SDV3|G1SDV3_RABIT",0.159012500931786,0.879,FALSE,FALSE,0.888,-0.444,0.444
"456","tr|G1SE14|G1SE14_RABIT","tr|G1SE14|G1SE14_RABIT",0.578301434844077,0.926,FALSE,FALSE,-0.222,0.111,-0.111
"457","tr|G1SE67|G1SE67_RABIT","tr|G1SE67|G1SE67_RABIT",0.180366401268647,0.884,FALSE,FALSE,0.541,-0.27,0.27
"458","tr|G1SEF5|G1SEF5_RABIT","tr|G1SEF5|G1SEF5_RABIT",0.00921424291250672,0.571,FALSE,FALSE,-1.85,0.923,-0.923
"459","tr|G1SEJ4|G1SEJ4_RABIT","tr|G1SEJ4|G1SEJ4_RABIT",0.233362987323896,0.895,FALSE,FALSE,1.15,-0.574,0.574
"460","tr|G1SEM0|G1SEM0_RABIT","tr|G1SEM0|G1SEM0_RABIT",0.331721340346494,0.908,FALSE,FALSE,0.379,-0.19,0.19
"461","tr|G1SER3|G1SER3_RABIT","tr|G1SER3|G1SER3_RABIT",0.0256853117132695,0.734,FALSE,FALSE,3.02,-1.51,1.51
"462","tr|G1SES9|G1SES9_RABIT","tr|G1SES9|G1SES9_RABIT",0.00242147109747866,0.271,FALSE,FALSE,-1.56,0.779,-0.779
"463","tr|G1SF05|G1SF05_RABIT","tr|G1SF05|G1SF05_RABIT",0.969095703562639,0.94,FALSE,FALSE,0.0112,-0.00558,0.00558
"464","tr|G1SF06|G1SF06_RABIT","tr|G1SF06|G1SF06_RABIT",0.0656449766437758,0.825,FALSE,FALSE,1.09,-0.546,0.546
"465","tr|G1SF10|G1SF10_RABIT","tr|G1SF10|G1SF10_RABIT",0.597750122438149,0.927,FALSE,FALSE,0.417,-0.209,0.209
"466","tr|G1SF18|G1SF18_RABIT","tr|G1SF18|G1SF18_RABIT",0.400443152291058,0.915,FALSE,FALSE,-0.744,0.372,-0.372
"467","tr|G1SFD2|G1SFD2_RABIT","tr|G1SFD2|G1SFD2_RABIT",0.0620958857885582,0.821,FALSE,FALSE,0.613,-0.307,0.307
"468","tr|G1SFD8|G1SFD8_RABIT","tr|G1SFD8|G1SFD8_RABIT",0.0444628077802599,0.793,FALSE,FALSE,-0.737,0.368,-0.368
"469","tr|G1SFH6|G1SFH6_RABIT","tr|G1SFH6|G1SFH6_RABIT",0.00914513320879944,0.57,FALSE,FALSE,-1.14,0.569,-0.569
"470","tr|G1SFL7|G1SFL7_RABIT","tr|G1SFL7|G1SFL7_RABIT",0.0175364543199014,0.683,FALSE,FALSE,1.79,-0.893,0.893
"471","tr|G1SFN1|G1SFN1_RABIT","tr|G1SFN1|G1SFN1_RABIT",0.00538907382879253,0.457,FALSE,FALSE,-1.24,0.618,-0.618
